x	y	key	clickSelects	showSelected2	PANEL
0.833333333333333	1	0.833333333333333 1	22	54	1
1	1	1 1	23	54	1
0	0	0 0	1	55	1
0.166666666666667	0	0.166666666666667 0	2	55	1
0.166666666666667	0.5	0.166666666666667 0.5	3	55	1
0.166666666666667	0	0.166666666666667 0	4	55	1
0.166666666666667	0.5	0.166666666666667 0.5	5	55	1
0.333333333333333	0.5	0.333333333333333 0.5	6	55	1
0.333333333333333	1	0.333333333333333 1	7	55	1
0.5	1	0.5 1	8	55	1
0.333333333333333	1	0.333333333333333 1	9	55	1
0.166666666666667	1	0.166666666666667 1	10	55	1
0	1	0 1	11	55	1
0.166666666666667	1	0.166666666666667 1	12	55	1
0.333333333333333	1	0.333333333333333 1	13	55	1
0.5	1	0.5 1	14	55	1
0.5	0.5	0.5 0.5	15	55	1
0.5	1	0.5 1	16	55	1
1	1	1 1	17	55	1
0.833333333333333	1	0.833333333333333 1	18	55	1
0.666666666666667	1	0.666666666666667 1	19	55	1
0.833333333333333	1	0.833333333333333 1	20	55	1
0.666666666666667	1	0.666666666666667 1	21	55	1
0.833333333333333	1	0.833333333333333 1	22	55	1
1	1	1 1	23	55	1
0	0	0 0	1	56	1
0.166666666666667	0	0.166666666666667 0	2	56	1
0.166666666666667	0.5	0.166666666666667 0.5	3	56	1
0.166666666666667	1	0.166666666666667 1	4	56	1
0.166666666666667	0.5	0.166666666666667 0.5	5	56	1
0.166666666666667	0	0.166666666666667 0	6	56	1
0.166666666666667	0.5	0.166666666666667 0.5	7	56	1
0.166666666666667	1	0.166666666666667 1	8	56	1
0.333333333333333	1	0.333333333333333 1	9	56	1
0.5	1	0.5 1	10	56	1
0.333333333333333	1	0.333333333333333 1	11	56	1
0.166666666666667	1	0.166666666666667 1	12	56	1
0	1	0 1	13	56	1
0.166666666666667	1	0.166666666666667 1	14	56	1
0.333333333333333	1	0.333333333333333 1	15	56	1
0.5	1	0.5 1	16	56	1
1	1	1 1	17	56	1
0.833333333333333	1	0.833333333333333 1	18	56	1
0.666666666666667	1	0.666666666666667 1	19	56	1
0.833333333333333	1	0.833333333333333 1	20	56	1
0.666666666666667	1	0.666666666666667 1	21	56	1
0.833333333333333	1	0.833333333333333 1	22	56	1
1	1	1 1	23	56	1
0	0	0 0	1	57	1
0.166666666666667	0	0.166666666666667 0	2	57	1
0.333333333333333	0	0.333333333333333 0	3	57	1
0.333333333333333	0.5	0.333333333333333 0.5	4	57	1
0.166666666666667	0.5	0.166666666666667 0.5	5	57	1
0.166666666666667	1	0.166666666666667 1	6	57	1
0.333333333333333	1	0.333333333333333 1	7	57	1
0.166666666666667	1	0.166666666666667 1	8	57	1
0	1	0 1	9	57	1
0.166666666666667	1	0.166666666666667 1	10	57	1
0.333333333333333	1	0.333333333333333 1	11	57	1
0.333333333333333	0.5	0.333333333333333 0.5	12	57	1
0.5	0.5	0.5 0.5	13	57	1
0.5	0	0.5 0	14	57	1
0.5	0.5	0.5 0.5	15	57	1
0.5	1	0.5 1	16	57	1
1	1	1 1	17	57	1
0.833333333333333	1	0.833333333333333 1	18	57	1
0.666666666666667	1	0.666666666666667 1	19	57	1
0.833333333333333	1	0.833333333333333 1	20	57	1
1	1	1 1	21	57	1
0.833333333333333	1	0.833333333333333 1	22	57	1
1	1	1 1	23	57	1
0	0	0 0	1	58	1
0.166666666666667	0	0.166666666666667 0	2	58	1
0.166666666666667	0.5	0.166666666666667 0.5	3	58	1
0.166666666666667	0	0.166666666666667 0	4	58	1
0.166666666666667	0.5	0.166666666666667 0.5	5	58	1
0.333333333333333	0.5	0.333333333333333 0.5	6	58	1
0.333333333333333	1	0.333333333333333 1	7	58	1
0.166666666666667	1	0.166666666666667 1	8	58	1
0.333333333333333	1	0.333333333333333 1	9	58	1
0.166666666666667	1	0.166666666666667 1	10	58	1
0	1	0 1	11	58	1
0.166666666666667	1	0.166666666666667 1	12	58	1
0.333333333333333	1	0.333333333333333 1	13	58	1
0.5	1	0.5 1	14	58	1
0.5	0.5	0.5 0.5	15	58	1
0.5	1	0.5 1	16	58	1
1	1	1 1	17	58	1
0.833333333333333	1	0.833333333333333 1	18	58	1
0.666666666666667	1	0.666666666666667 1	19	58	1
0.833333333333333	1	0.833333333333333 1	20	58	1
1	1	1 1	21	58	1
0.833333333333333	1	0.833333333333333 1	22	58	1
1	1	1 1	23	58	1
0	0	0 0	1	59	1
0.166666666666667	0	0.166666666666667 0	2	59	1
0.166666666666667	0.5	0.166666666666667 0.5	3	59	1
0.166666666666667	0	0.166666666666667 0	4	59	1
0.166666666666667	0.5	0.166666666666667 0.5	5	59	1
0.333333333333333	0.5	0.333333333333333 0.5	6	59	1
0.166666666666667	0.5	0.166666666666667 0.5	7	59	1
0.166666666666667	1	0.166666666666667 1	8	59	1
0.333333333333333	1	0.333333333333333 1	9	59	1
0.166666666666667	1	0.166666666666667 1	10	59	1
0	1	0 1	11	59	1
0.166666666666667	1	0.166666666666667 1	12	59	1
0.333333333333333	1	0.333333333333333 1	13	59	1
0.333333333333333	0.5	0.333333333333333 0.5	14	59	1
0.5	0.5	0.5 0.5	15	59	1
0.5	1	0.5 1	16	59	1
1	1	1 1	17	59	1
0.833333333333333	1	0.833333333333333 1	18	59	1
0.666666666666667	1	0.666666666666667 1	19	59	1
0.833333333333333	1	0.833333333333333 1	20	59	1
1	1	1 1	21	59	1
0.833333333333333	1	0.833333333333333 1	22	59	1
1	1	1 1	23	59	1
0	0	0 0	1	60	1
0.166666666666667	0	0.166666666666667 0	2	60	1
0.166666666666667	0.5	0.166666666666667 0.5	3	60	1
0.166666666666667	1	0.166666666666667 1	4	60	1
0.166666666666667	0.5	0.166666666666667 0.5	5	60	1
0.166666666666667	0	0.166666666666667 0	6	60	1
0.166666666666667	0.5	0.166666666666667 0.5	7	60	1
0.166666666666667	1	0.166666666666667 1	8	60	1
0.333333333333333	1	0.333333333333333 1	9	60	1
0.166666666666667	1	0.166666666666667 1	10	60	1
0.333333333333333	1	0.333333333333333 1	11	60	1
0.166666666666667	1	0.166666666666667 1	12	60	1
0	1	0 1	13	60	1
0.166666666666667	1	0.166666666666667 1	14	60	1
0.333333333333333	1	0.333333333333333 1	15	60	1
0.5	1	0.5 1	16	60	1
1	1	1 1	17	60	1
0.833333333333333	1	0.833333333333333 1	18	60	1
0.666666666666667	1	0.666666666666667 1	19	60	1
0.833333333333333	1	0.833333333333333 1	20	60	1
1	1	1 1	21	60	1
0.833333333333333	1	0.833333333333333 1	22	60	1
1	1	1 1	23	60	1
0	0	0 0	1	61	1
0.166666666666667	0	0.166666666666667 0	2	61	1
0.166666666666667	0.5	0.166666666666667 0.5	3	61	1
0.166666666666667	1	0.166666666666667 1	4	61	1
0.333333333333333	1	0.333333333333333 1	5	61	1
0.166666666666667	1	0.166666666666667 1	6	61	1
0	1	0 1	7	61	1
0.166666666666667	1	0.166666666666667 1	8	61	1
0.333333333333333	1	0.333333333333333 1	9	61	1
0.333333333333333	0.5	0.333333333333333 0.5	10	61	1
0.333333333333333	0	0.333333333333333 0	11	61	1
0.333333333333333	0.5	0.333333333333333 0.5	12	61	1
0.333333333333333	1	0.333333333333333 1	13	61	1
1	1	1 1	14	61	1
0.833333333333333	1	0.833333333333333 1	15	61	1
0.666666666666667	1	0.666666666666667 1	16	61	1
0.5	1	0.5 1	17	61	1
0.666666666666667	1	0.666666666666667 1	18	61	1
0.833333333333333	1	0.833333333333333 1	19	61	1
0.666666666666667	1	0.666666666666667 1	20	61	1
0.833333333333333	1	0.833333333333333 1	21	61	1
1	1	1 1	22	61	1
0	0	0 0	1	62	1
0.166666666666667	0	0.166666666666667 0	2	62	1
0.166666666666667	0.5	0.166666666666667 0.5	3	62	1
0.166666666666667	0	0.166666666666667 0	4	62	1
0.166666666666667	0.5	0.166666666666667 0.5	5	62	1
0.166666666666667	1	0.166666666666667 1	6	62	1
0.333333333333333	1	0.333333333333333 1	7	62	1
0.166666666666667	1	0.166666666666667 1	8	62	1
0	1	0 1	9	62	1
0.166666666666667	1	0.166666666666667 1	10	62	1
0.333333333333333	1	0.333333333333333 1	11	62	1
0.333333333333333	0.5	0.333333333333333 0.5	12	62	1
0.333333333333333	1	0.333333333333333 1	13	62	1
1	1	1 1	14	62	1
0.833333333333333	1	0.833333333333333 1	15	62	1
0.666666666666667	1	0.666666666666667 1	16	62	1
0.5	1	0.5 1	17	62	1
0.666666666666667	1	0.666666666666667 1	18	62	1
0.833333333333333	1	0.833333333333333 1	19	62	1
0.666666666666667	1	0.666666666666667 1	20	62	1
0.833333333333333	1	0.833333333333333 1	21	62	1
1	1	1 1	22	62	1
0	0	0 0	1	63	1
0.166666666666667	0	0.166666666666667 0	2	63	1
0.166666666666667	0.5	0.166666666666667 0.5	3	63	1
0.166666666666667	0	0.166666666666667 0	4	63	1
0.166666666666667	0.5	0.166666666666667 0.5	5	63	1
0.166666666666667	1	0.166666666666667 1	6	63	1
0.333333333333333	1	0.333333333333333 1	7	63	1
0.166666666666667	1	0.166666666666667 1	8	63	1
0	1	0 1	9	63	1
0.166666666666667	1	0.166666666666667 1	10	63	1
0.333333333333333	1	0.333333333333333 1	11	63	1
0.333333333333333	0.5	0.333333333333333 0.5	12	63	1
0.333333333333333	1	0.333333333333333 1	13	63	1
1	1	1 1	14	63	1
0.833333333333333	1	0.833333333333333 1	15	63	1
0.666666666666667	1	0.666666666666667 1	16	63	1
0.5	1	0.5 1	17	63	1
0.666666666666667	1	0.666666666666667 1	18	63	1
0.833333333333333	1	0.833333333333333 1	19	63	1
0.666666666666667	1	0.666666666666667 1	20	63	1
0.833333333333333	1	0.833333333333333 1	21	63	1
1	1	1 1	22	63	1
0	0	0 0	1	64	1
0.166666666666667	0	0.166666666666667 0	2	64	1
0.166666666666667	0.5	0.166666666666667 0.5	3	64	1
0.166666666666667	1	0.166666666666667 1	4	64	1
0.166666666666667	0.5	0.166666666666667 0.5	5	64	1
0.166666666666667	0	0.166666666666667 0	6	64	1
0.166666666666667	0.5	0.166666666666667 0.5	7	64	1
0.166666666666667	1	0.166666666666667 1	8	64	1
0.333333333333333	1	0.333333333333333 1	9	64	1
0.166666666666667	1	0.166666666666667 1	10	64	1
0	1	0 1	11	64	1
0.166666666666667	1	0.166666666666667 1	12	64	1
0.333333333333333	1	0.333333333333333 1	13	64	1
1	1	1 1	14	64	1
0.833333333333333	1	0.833333333333333 1	15	64	1
0.666666666666667	1	0.666666666666667 1	16	64	1
0.5	1	0.5 1	17	64	1
0.666666666666667	1	0.666666666666667 1	18	64	1
0.833333333333333	1	0.833333333333333 1	19	64	1
0.666666666666667	1	0.666666666666667 1	20	64	1
0.833333333333333	1	0.833333333333333 1	21	64	1
1	1	1 1	22	64	1
0	0	0 0	1	65	1
0.166666666666667	0	0.166666666666667 0	2	65	1
0.333333333333333	0	0.333333333333333 0	3	65	1
0.333333333333333	0.5	0.333333333333333 0.5	4	65	1
0.5	0.5	0.5 0.5	5	65	1
0.666666666666667	0.5	0.666666666666667 0.5	6	65	1
0.5	0.5	0.5 0.5	7	65	1
0.5	1	0.5 1	8	65	1
0.666666666666667	1	0.666666666666667 1	9	65	1
0.5	1	0.5 1	10	65	1
0.333333333333333	1	0.333333333333333 1	11	65	1
0.166666666666667	1	0.166666666666667 1	12	65	1
0	1	0 1	13	65	1
0.166666666666667	1	0.166666666666667 1	14	65	1
0.333333333333333	1	0.333333333333333 1	15	65	1
0.5	1	0.5 1	16	65	1
0.666666666666667	1	0.666666666666667 1	17	65	1
0.666666666666667	0.5	0.666666666666667 0.5	18	65	1
0.833333333333333	0.5	0.833333333333333 0.5	19	65	1
0.833333333333333	0	0.833333333333333 0	20	65	1
0.833333333333333	0.5	0.833333333333333 0.5	21	65	1
0.833333333333333	1	0.833333333333333 1	22	65	1
1	1	1 1	23	65	1
0.833333333333333	1	0.833333333333333 1	24	65	1
1	1	1 1	25	65	1
0	0	0 0	1	66	1
0	0.5	0 0.5	2	66	1
0	0	0 0	3	66	1
0	0.5	0 0.5	4	66	1
0.166666666666667	0.5	0.166666666666667 0.5	5	66	1
0.333333333333333	0.5	0.333333333333333 0.5	6	66	1
0.333333333333333	1	0.333333333333333 1	7	66	1
0.5	1	0.5 1	8	66	1
0.666666666666667	1	0.666666666666667 1	9	66	1
0.5	1	0.5 1	10	66	1
0.666666666666667	1	0.666666666666667 1	11	66	1
0.5	1	0.5 1	12	66	1
0.333333333333333	1	0.333333333333333 1	13	66	1
0.166666666666667	1	0.166666666666667 1	14	66	1
0	1	0 1	15	66	1
0.166666666666667	1	0.166666666666667 1	16	66	1
0.333333333333333	1	0.333333333333333 1	17	66	1
0.5	1	0.5 1	18	66	1
0.666666666666667	1	0.666666666666667 1	19	66	1
0.833333333333333	1	0.833333333333333 1	20	66	1
0.833333333333333	0.5	0.833333333333333 0.5	21	66	1
0.833333333333333	1	0.833333333333333 1	22	66	1
1	1	1 1	23	66	1
0.833333333333333	1	0.833333333333333 1	24	66	1
1	1	1 1	25	66	1
0	0	0 0	1	67	1
0	0.5	0 0.5	2	67	1
0	0	0 0	3	67	1
0	0.5	0 0.5	4	67	1
0.166666666666667	0.5	0.166666666666667 0.5	5	67	1
0.333333333333333	0.5	0.333333333333333 0.5	6	67	1
0.5	0.5	0.5 0.5	7	67	1
0.666666666666667	0.5	0.666666666666667 0.5	8	67	1
0.5	0.5	0.5 0.5	9	67	1
0.5	1	0.5 1	10	67	1
0.666666666666667	1	0.666666666666667 1	11	67	1
0.5	1	0.5 1	12	67	1
0.333333333333333	1	0.333333333333333 1	13	67	1
0.166666666666667	1	0.166666666666667 1	14	67	1
0	1	0 1	15	67	1
0.166666666666667	1	0.166666666666667 1	16	67	1
0.333333333333333	1	0.333333333333333 1	17	67	1
0.5	1	0.5 1	18	67	1
0.666666666666667	1	0.666666666666667 1	19	67	1
0.666666666666667	0.5	0.666666666666667 0.5	20	67	1
0.833333333333333	0.5	0.833333333333333 0.5	21	67	1
0.833333333333333	1	0.833333333333333 1	22	67	1
1	1	1 1	23	67	1
0.833333333333333	1	0.833333333333333 1	24	67	1
1	1	1 1	25	67	1
0	0	0 0	1	68	1
0	0.5	0 0.5	2	68	1
0	1	0 1	3	68	1
0	0.5	0 0.5	4	68	1
0	0	0 0	5	68	1
0	0.5	0 0.5	6	68	1
0	1	0 1	7	68	1
0.166666666666667	1	0.166666666666667 1	8	68	1
0.333333333333333	1	0.333333333333333 1	9	68	1
0.5	1	0.5 1	10	68	1
0.666666666666667	1	0.666666666666667 1	11	68	1
0.5	1	0.5 1	12	68	1
0.666666666666667	1	0.666666666666667 1	13	68	1
0.5	1	0.5 1	14	68	1
0.333333333333333	1	0.333333333333333 1	15	68	1
0.166666666666667	1	0.166666666666667 1	16	68	1
0	1	0 1	17	68	1
0.166666666666667	1	0.166666666666667 1	18	68	1
0.333333333333333	1	0.333333333333333 1	19	68	1
0.5	1	0.5 1	20	68	1
0.666666666666667	1	0.666666666666667 1	21	68	1
0.833333333333333	1	0.833333333333333 1	22	68	1
1	1	1 1	23	68	1
0.833333333333333	1	0.833333333333333 1	24	68	1
1	1	1 1	25	68	1
0	0	0 0	1	69	1
0.166666666666667	0	0.166666666666667 0	2	69	1
0.166666666666667	0.5	0.166666666666667 0.5	3	69	1
0.333333333333333	0.5	0.333333333333333 0.5	4	69	1
0.5	0.5	0.5 0.5	5	69	1
0.5	1	0.5 1	6	69	1
0.666666666666667	1	0.666666666666667 1	7	69	1
0.5	1	0.5 1	8	69	1
0.333333333333333	1	0.333333333333333 1	9	69	1
0.166666666666667	1	0.166666666666667 1	10	69	1
0	1	0 1	11	69	1
0.166666666666667	1	0.166666666666667 1	12	69	1
0.333333333333333	1	0.333333333333333 1	13	69	1
0.5	1	0.5 1	14	69	1
0.666666666666667	1	0.666666666666667 1	15	69	1
0.666666666666667	0.5	0.666666666666667 0.5	16	69	1
0.666666666666667	0	0.666666666666667 0	17	69	1
0.666666666666667	0.5	0.666666666666667 0.5	18	69	1
0.666666666666667	1	0.666666666666667 1	19	69	1
1	1	1 1	20	69	1
0.833333333333333	1	0.833333333333333 1	21	69	1
1	1	1 1	22	69	1
0.833333333333333	1	0.833333333333333 1	23	69	1
1	1	1 1	24	69	1
0	0	0 0	1	70	1
0	0.5	0 0.5	2	70	1
0	0	0 0	3	70	1
0	0.5	0 0.5	4	70	1
0.166666666666667	0.5	0.166666666666667 0.5	5	70	1
0.166666666666667	1	0.166666666666667 1	6	70	1
0.333333333333333	1	0.333333333333333 1	7	70	1
0.5	1	0.5 1	8	70	1
0.666666666666667	1	0.666666666666667 1	9	70	1
0.5	1	0.5 1	10	70	1
0.333333333333333	1	0.333333333333333 1	11	70	1
0.166666666666667	1	0.166666666666667 1	12	70	1
0	1	0 1	13	70	1
0.166666666666667	1	0.166666666666667 1	14	70	1
0.333333333333333	1	0.333333333333333 1	15	70	1
0.5	1	0.5 1	16	70	1
0.666666666666667	1	0.666666666666667 1	17	70	1
0.666666666666667	0.5	0.666666666666667 0.5	18	70	1
0.666666666666667	1	0.666666666666667 1	19	70	1
1	1	1 1	20	70	1
0.833333333333333	1	0.833333333333333 1	21	70	1
1	1	1 1	22	70	1
0.833333333333333	1	0.833333333333333 1	23	70	1
1	1	1 1	24	70	1
0	0	0 0	1	71	1
0	0.5	0 0.5	2	71	1
0	0	0 0	3	71	1
0	0.5	0 0.5	4	71	1
0.166666666666667	0.5	0.166666666666667 0.5	5	71	1
0.333333333333333	0.5	0.333333333333333 0.5	6	71	1
0.5	0.5	0.5 0.5	7	71	1
0.5	1	0.5 1	8	71	1
0.666666666666667	1	0.666666666666667 1	9	71	1
0.5	1	0.5 1	10	71	1
0.333333333333333	1	0.333333333333333 1	11	71	1
0.166666666666667	1	0.166666666666667 1	12	71	1
0	1	0 1	13	71	1
0.166666666666667	1	0.166666666666667 1	14	71	1
0.333333333333333	1	0.333333333333333 1	15	71	1
0.5	1	0.5 1	16	71	1
0.666666666666667	1	0.666666666666667 1	17	71	1
0.666666666666667	0.5	0.666666666666667 0.5	18	71	1
0.666666666666667	1	0.666666666666667 1	19	71	1
1	1	1 1	20	71	1
0.833333333333333	1	0.833333333333333 1	21	71	1
1	1	1 1	22	71	1
0.833333333333333	1	0.833333333333333 1	23	71	1
1	1	1 1	24	71	1
0	0	0 0	1	72	1
0	0.5	0 0.5	2	72	1
0	1	0 1	3	72	1
0	0.5	0 0.5	4	72	1
0	0	0 0	5	72	1
0	0.5	0 0.5	6	72	1
0	1	0 1	7	72	1
0.166666666666667	1	0.166666666666667 1	8	72	1
0.333333333333333	1	0.333333333333333 1	9	72	1
0.5	1	0.5 1	10	72	1
0.666666666666667	1	0.666666666666667 1	11	72	1
0.5	1	0.5 1	12	72	1
0.333333333333333	1	0.333333333333333 1	13	72	1
0.166666666666667	1	0.166666666666667 1	14	72	1
0	1	0 1	15	72	1
0.166666666666667	1	0.166666666666667 1	16	72	1
0.333333333333333	1	0.333333333333333 1	17	72	1
0.5	1	0.5 1	18	72	1
0.666666666666667	1	0.666666666666667 1	19	72	1
1	1	1 1	20	72	1
0.833333333333333	1	0.833333333333333 1	21	72	1
1	1	1 1	22	72	1
0.833333333333333	1	0.833333333333333 1	23	72	1
1	1	1 1	24	72	1
0	0	0 0	1	73	1
0.166666666666667	0	0.166666666666667 0	2	73	1
0.333333333333333	0	0.333333333333333 0	3	73	1
0.333333333333333	0.5	0.333333333333333 0.5	4	73	1
0.5	0.5	0.5 0.5	5	73	1
0.333333333333333	0.5	0.333333333333333 0.5	6	73	1
0.333333333333333	1	0.333333333333333 1	7	73	1
0.5	1	0.5 1	8	73	1
0.333333333333333	1	0.333333333333333 1	9	73	1
0.166666666666667	1	0.166666666666667 1	10	73	1
0	1	0 1	11	73	1
0.166666666666667	1	0.166666666666667 1	12	73	1
0.333333333333333	1	0.333333333333333 1	13	73	1
0.5	1	0.5 1	14	73	1
0.5	0.5	0.5 0.5	15	73	1
0.666666666666667	0.5	0.666666666666667 0.5	16	73	1
0.666666666666667	0	0.666666666666667 0	17	73	1
0.666666666666667	0.5	0.666666666666667 0.5	18	73	1
0.666666666666667	1	0.666666666666667 1	19	73	1
1	1	1 1	20	73	1
0.833333333333333	1	0.833333333333333 1	21	73	1
1	1	1 1	22	73	1
0.833333333333333	1	0.833333333333333 1	23	73	1
1	1	1 1	24	73	1
0	0	0 0	1	74	1
0	0.5	0 0.5	2	74	1
0	0	0 0	3	74	1
0	0.5	0 0.5	4	74	1
0.166666666666667	0.5	0.166666666666667 0.5	5	74	1
0.333333333333333	0.5	0.333333333333333 0.5	6	74	1
0.333333333333333	1	0.333333333333333 1	7	74	1
0.5	1	0.5 1	8	74	1
0.333333333333333	1	0.333333333333333 1	9	74	1
0.5	1	0.5 1	10	74	1
0.333333333333333	1	0.333333333333333 1	11	74	1
0.166666666666667	1	0.166666666666667 1	12	74	1
0	1	0 1	13	74	1
0.166666666666667	1	0.166666666666667 1	14	74	1
0.333333333333333	1	0.333333333333333 1	15	74	1
0.5	1	0.5 1	16	74	1
0.666666666666667	1	0.666666666666667 1	17	74	1
0.666666666666667	0.5	0.666666666666667 0.5	18	74	1
0.666666666666667	1	0.666666666666667 1	19	74	1
1	1	1 1	20	74	1
0.833333333333333	1	0.833333333333333 1	21	74	1
1	1	1 1	22	74	1
0.833333333333333	1	0.833333333333333 1	23	74	1
1	1	1 1	24	74	1
0	0	0 0	1	75	1
0	0.5	0 0.5	2	75	1
0	0	0 0	3	75	1
0	0.5	0 0.5	4	75	1
0.166666666666667	0.5	0.166666666666667 0.5	5	75	1
0.333333333333333	0.5	0.333333333333333 0.5	6	75	1
0.5	0.5	0.5 0.5	7	75	1
0.333333333333333	0.5	0.333333333333333 0.5	8	75	1
0.333333333333333	1	0.333333333333333 1	9	75	1
0.5	1	0.5 1	10	75	1
0.333333333333333	1	0.333333333333333 1	11	75	1
0.166666666666667	1	0.166666666666667 1	12	75	1
0	1	0 1	13	75	1
0.166666666666667	1	0.166666666666667 1	14	75	1
0.333333333333333	1	0.333333333333333 1	15	75	1
0.5	1	0.5 1	16	75	1
0.5	0.5	0.5 0.5	17	75	1
0.666666666666667	0.5	0.666666666666667 0.5	18	75	1
0.666666666666667	1	0.666666666666667 1	19	75	1
1	1	1 1	20	75	1
0.833333333333333	1	0.833333333333333 1	21	75	1
1	1	1 1	22	75	1
0.833333333333333	1	0.833333333333333 1	23	75	1
1	1	1 1	24	75	1
0	0	0 0	1	76	1
0	0.5	0 0.5	2	76	1
0	1	0 1	3	76	1
0	0.5	0 0.5	4	76	1
0	0	0 0	5	76	1
0	0.5	0 0.5	6	76	1
0	1	0 1	7	76	1
0.166666666666667	1	0.166666666666667 1	8	76	1
0.333333333333333	1	0.333333333333333 1	9	76	1
0.5	1	0.5 1	10	76	1
0.333333333333333	1	0.333333333333333 1	11	76	1
0.5	1	0.5 1	12	76	1
0.333333333333333	1	0.333333333333333 1	13	76	1
0.166666666666667	1	0.166666666666667 1	14	76	1
0	1	0 1	15	76	1
0.166666666666667	1	0.166666666666667 1	16	76	1
0.333333333333333	1	0.333333333333333 1	17	76	1
0.5	1	0.5 1	18	76	1
0.666666666666667	1	0.666666666666667 1	19	76	1
1	1	1 1	20	76	1
0.833333333333333	1	0.833333333333333 1	21	76	1
1	1	1 1	22	76	1
0.833333333333333	1	0.833333333333333 1	23	76	1
1	1	1 1	24	76	1
0	0	0 0	1	77	1
0.166666666666667	0	0.166666666666667 0	2	77	1
0.166666666666667	0.5	0.166666666666667 0.5	3	77	1
0.333333333333333	0.5	0.333333333333333 0.5	4	77	1
0.333333333333333	1	0.333333333333333 1	5	77	1
0.5	1	0.5 1	6	77	1
0.333333333333333	1	0.333333333333333 1	7	77	1
0.166666666666667	1	0.166666666666667 1	8	77	1
0	1	0 1	9	77	1
0.166666666666667	1	0.166666666666667 1	10	77	1
0.333333333333333	1	0.333333333333333 1	11	77	1
0.5	1	0.5 1	12	77	1
0.5	0.5	0.5 0.5	13	77	1
0.5	0	0.5 0	14	77	1
0.5	0.5	0.5 0.5	15	77	1
0.5	1	0.5 1	16	77	1
1	1	1 1	17	77	1
0.833333333333333	1	0.833333333333333 1	18	77	1
0.666666666666667	1	0.666666666666667 1	19	77	1
0.833333333333333	1	0.833333333333333 1	20	77	1
1	1	1 1	21	77	1
0.833333333333333	1	0.833333333333333 1	22	77	1
1	1	1 1	23	77	1
0	0	0 0	1	78	1
0	0.5	0 0.5	2	78	1
0	0	0 0	3	78	1
0	0.5	0 0.5	4	78	1
0.166666666666667	0.5	0.166666666666667 0.5	5	78	1
0.166666666666667	1	0.166666666666667 1	6	78	1
0.333333333333333	1	0.333333333333333 1	7	78	1
0.5	1	0.5 1	8	78	1
0.333333333333333	1	0.333333333333333 1	9	78	1
0.166666666666667	1	0.166666666666667 1	10	78	1
0	1	0 1	11	78	1
0.166666666666667	1	0.166666666666667 1	12	78	1
0.333333333333333	1	0.333333333333333 1	13	78	1
0.5	1	0.5 1	14	78	1
0.5	0.5	0.5 0.5	15	78	1
0.5	1	0.5 1	16	78	1
1	1	1 1	17	78	1
0.833333333333333	1	0.833333333333333 1	18	78	1
0.666666666666667	1	0.666666666666667 1	19	78	1
0.833333333333333	1	0.833333333333333 1	20	78	1
1	1	1 1	21	78	1
0.833333333333333	1	0.833333333333333 1	22	78	1
1	1	1 1	23	78	1
0	0	0 0	1	79	1
0	0.5	0 0.5	2	79	1
0	0	0 0	3	79	1
0	0.5	0 0.5	4	79	1
0.166666666666667	0.5	0.166666666666667 0.5	5	79	1
0.333333333333333	0.5	0.333333333333333 0.5	6	79	1
0.333333333333333	1	0.333333333333333 1	7	79	1
0.5	1	0.5 1	8	79	1
0.333333333333333	1	0.333333333333333 1	9	79	1
0.166666666666667	1	0.166666666666667 1	10	79	1
0	1	0 1	11	79	1
0.166666666666667	1	0.166666666666667 1	12	79	1
0.333333333333333	1	0.333333333333333 1	13	79	1
0.5	1	0.5 1	14	79	1
0.5	0.5	0.5 0.5	15	79	1
0.5	1	0.5 1	16	79	1
1	1	1 1	17	79	1
0.833333333333333	1	0.833333333333333 1	18	79	1
0.666666666666667	1	0.666666666666667 1	19	79	1
0.833333333333333	1	0.833333333333333 1	20	79	1
1	1	1 1	21	79	1
0.833333333333333	1	0.833333333333333 1	22	79	1
1	1	1 1	23	79	1
0	0	0 0	1	80	1
0	0.5	0 0.5	2	80	1
0	1	0 1	3	80	1
0	0.5	0 0.5	4	80	1
0	0	0 0	5	80	1
0	0.5	0 0.5	6	80	1
0	1	0 1	7	80	1
0.166666666666667	1	0.166666666666667 1	8	80	1
0.333333333333333	1	0.333333333333333 1	9	80	1
0.5	1	0.5 1	10	80	1
0.333333333333333	1	0.333333333333333 1	11	80	1
0.166666666666667	1	0.166666666666667 1	12	80	1
0	1	0 1	13	80	1
0.166666666666667	1	0.166666666666667 1	14	80	1
0.333333333333333	1	0.333333333333333 1	15	80	1
0.5	1	0.5 1	16	80	1
1	1	1 1	17	80	1
0.833333333333333	1	0.833333333333333 1	18	80	1
0.666666666666667	1	0.666666666666667 1	19	80	1
0.833333333333333	1	0.833333333333333 1	20	80	1
1	1	1 1	21	80	1
0.833333333333333	1	0.833333333333333 1	22	80	1
1	1	1 1	23	80	1
0	0	0 0	1	81	1
0.166666666666667	0	0.166666666666667 0	2	81	1
0.166666666666667	0.5	0.166666666666667 0.5	3	81	1
0.333333333333333	0.5	0.333333333333333 0.5	4	81	1
0.5	0.5	0.5 0.5	5	81	1
0.333333333333333	0.5	0.333333333333333 0.5	6	81	1
0.333333333333333	1	0.333333333333333 1	7	81	1
0.5	1	0.5 1	8	81	1
0.333333333333333	1	0.333333333333333 1	9	81	1
0.166666666666667	1	0.166666666666667 1	10	81	1
0	1	0 1	11	81	1
