x	y	key	clickSelects	showSelected2	PANEL
0.166666666666667	0.5	0.166666666666667 0.5	5	6	1
0.333333333333333	0.5	0.333333333333333 0.5	6	6	1
0.333333333333333	1	0.333333333333333 1	7	6	1
0.5	1	0.5 1	8	6	1
0.666666666666667	1	0.666666666666667 1	9	6	1
0.833333333333333	1	0.833333333333333 1	10	6	1
0.666666666666667	1	0.666666666666667 1	11	6	1
0.5	1	0.5 1	12	6	1
0.333333333333333	1	0.333333333333333 1	13	6	1
0.166666666666667	1	0.166666666666667 1	14	6	1
0	1	0 1	15	6	1
0.166666666666667	1	0.166666666666667 1	16	6	1
0.333333333333333	1	0.333333333333333 1	17	6	1
0.5	1	0.5 1	18	6	1
0.666666666666667	1	0.666666666666667 1	19	6	1
0.833333333333333	1	0.833333333333333 1	20	6	1
0.833333333333333	0.5	0.833333333333333 0.5	21	6	1
0.833333333333333	1	0.833333333333333 1	22	6	1
1	1	1 1	23	6	1
0.833333333333333	1	0.833333333333333 1	24	6	1
1	1	1 1	25	6	1
0	0	0 0	1	7	1
0.166666666666667	0	0.166666666666667 0	2	7	1
0.166666666666667	0.5	0.166666666666667 0.5	3	7	1
0.166666666666667	0	0.166666666666667 0	4	7	1
0.166666666666667	0.5	0.166666666666667 0.5	5	7	1
0.333333333333333	0.5	0.333333333333333 0.5	6	7	1
0.5	0.5	0.5 0.5	7	7	1
0.666666666666667	0.5	0.666666666666667 0.5	8	7	1
0.666666666666667	1	0.666666666666667 1	9	7	1
0.833333333333333	1	0.833333333333333 1	10	7	1
0.666666666666667	1	0.666666666666667 1	11	7	1
0.5	1	0.5 1	12	7	1
0.333333333333333	1	0.333333333333333 1	13	7	1
0.166666666666667	1	0.166666666666667 1	14	7	1
0	1	0 1	15	7	1
0.166666666666667	1	0.166666666666667 1	16	7	1
0.333333333333333	1	0.333333333333333 1	17	7	1
0.5	1	0.5 1	18	7	1
0.666666666666667	1	0.666666666666667 1	19	7	1
0.833333333333333	1	0.833333333333333 1	20	7	1
0.833333333333333	0.5	0.833333333333333 0.5	21	7	1
0.833333333333333	1	0.833333333333333 1	22	7	1
1	1	1 1	23	7	1
0.833333333333333	1	0.833333333333333 1	24	7	1
1	1	1 1	25	7	1
0	0	0 0	1	8	1
0.166666666666667	0	0.166666666666667 0	2	8	1
0.166666666666667	0.5	0.166666666666667 0.5	3	8	1
0.166666666666667	1	0.166666666666667 1	4	8	1
0.166666666666667	0.5	0.166666666666667 0.5	5	8	1
0.166666666666667	0	0.166666666666667 0	6	8	1
0.166666666666667	0.5	0.166666666666667 0.5	7	8	1
0.166666666666667	1	0.166666666666667 1	8	8	1
0.333333333333333	1	0.333333333333333 1	9	8	1
0.5	1	0.5 1	10	8	1
0.666666666666667	1	0.666666666666667 1	11	8	1
0.833333333333333	1	0.833333333333333 1	12	8	1
0.666666666666667	1	0.666666666666667 1	13	8	1
0.5	1	0.5 1	14	8	1
0.333333333333333	1	0.333333333333333 1	15	8	1
0.166666666666667	1	0.166666666666667 1	16	8	1
0	1	0 1	17	8	1
0.166666666666667	1	0.166666666666667 1	18	8	1
0.333333333333333	1	0.333333333333333 1	19	8	1
0.5	1	0.5 1	20	8	1
0.666666666666667	1	0.666666666666667 1	21	8	1
0.833333333333333	1	0.833333333333333 1	22	8	1
1	1	1 1	23	8	1
0.833333333333333	1	0.833333333333333 1	24	8	1
1	1	1 1	25	8	1
0	0	0 0	1	9	1
0.166666666666667	0	0.166666666666667 0	2	9	1
0.333333333333333	0	0.333333333333333 0	3	9	1
0.5	0	0.5 0	4	9	1
0.5	0.5	0.5 0.5	5	9	1
0.666666666666667	0.5	0.666666666666667 0.5	6	9	1
0.5	0.5	0.5 0.5	7	9	1
0.5	1	0.5 1	8	9	1
0.666666666666667	1	0.666666666666667 1	9	9	1
0.5	1	0.5 1	10	9	1
0.333333333333333	1	0.333333333333333 1	11	9	1
0.166666666666667	1	0.166666666666667 1	12	9	1
0	1	0 1	13	9	1
0.166666666666667	1	0.166666666666667 1	14	9	1
0.333333333333333	1	0.333333333333333 1	15	9	1
0.5	1	0.5 1	16	9	1
0.666666666666667	1	0.666666666666667 1	17	9	1
0.666666666666667	0.5	0.666666666666667 0.5	18	9	1
0.833333333333333	0.5	0.833333333333333 0.5	19	9	1
0.833333333333333	0	0.833333333333333 0	20	9	1
0.833333333333333	0.5	0.833333333333333 0.5	21	9	1
0.833333333333333	1	0.833333333333333 1	22	9	1
1	1	1 1	23	9	1
0.833333333333333	1	0.833333333333333 1	24	9	1
1	1	1 1	25	9	1
0	0	0 0	1	10	1
0.166666666666667	0	0.166666666666667 0	2	10	1
0.166666666666667	0.5	0.166666666666667 0.5	3	10	1
0.166666666666667	0	0.166666666666667 0	4	10	1
0.166666666666667	0.5	0.166666666666667 0.5	5	10	1
0.333333333333333	0.5	0.333333333333333 0.5	6	10	1
0.5	0.5	0.5 0.5	7	10	1
0.5	1	0.5 1	8	10	1
0.666666666666667	1	0.666666666666667 1	9	10	1
0.5	1	0.5 1	10	10	1
0.666666666666667	1	0.666666666666667 1	11	10	1
0.5	1	0.5 1	12	10	1
0.333333333333333	1	0.333333333333333 1	13	10	1
0.166666666666667	1	0.166666666666667 1	14	10	1
0	1	0 1	15	10	1
0.166666666666667	1	0.166666666666667 1	16	10	1
0.333333333333333	1	0.333333333333333 1	17	10	1
0.5	1	0.5 1	18	10	1
0.666666666666667	1	0.666666666666667 1	19	10	1
0.833333333333333	1	0.833333333333333 1	20	10	1
0.833333333333333	0.5	0.833333333333333 0.5	21	10	1
0.833333333333333	1	0.833333333333333 1	22	10	1
1	1	1 1	23	10	1
0.833333333333333	1	0.833333333333333 1	24	10	1
1	1	1 1	25	10	1
0	0	0 0	1	11	1
0.166666666666667	0	0.166666666666667 0	2	11	1
0.166666666666667	0.5	0.166666666666667 0.5	3	11	1
0.166666666666667	0	0.166666666666667 0	4	11	1
0.166666666666667	0.5	0.166666666666667 0.5	5	11	1
0.333333333333333	0.5	0.333333333333333 0.5	6	11	1
0.5	0.5	0.5 0.5	7	11	1
0.666666666666667	0.5	0.666666666666667 0.5	8	11	1
0.5	0.5	0.5 0.5	9	11	1
0.5	1	0.5 1	10	11	1
0.666666666666667	1	0.666666666666667 1	11	11	1
0.5	1	0.5 1	12	11	1
0.333333333333333	1	0.333333333333333 1	13	11	1
0.166666666666667	1	0.166666666666667 1	14	11	1
0	1	0 1	15	11	1
0.166666666666667	1	0.166666666666667 1	16	11	1
0.333333333333333	1	0.333333333333333 1	17	11	1
0.5	1	0.5 1	18	11	1
0.666666666666667	1	0.666666666666667 1	19	11	1
0.666666666666667	0.5	0.666666666666667 0.5	20	11	1
0.833333333333333	0.5	0.833333333333333 0.5	21	11	1
0.833333333333333	1	0.833333333333333 1	22	11	1
1	1	1 1	23	11	1
0.833333333333333	1	0.833333333333333 1	24	11	1
1	1	1 1	25	11	1
0	0	0 0	1	12	1
0.166666666666667	0	0.166666666666667 0	2	12	1
0.166666666666667	0.5	0.166666666666667 0.5	3	12	1
0.166666666666667	1	0.166666666666667 1	4	12	1
0.166666666666667	0.5	0.166666666666667 0.5	5	12	1
0.166666666666667	0	0.166666666666667 0	6	12	1
0.166666666666667	0.5	0.166666666666667 0.5	7	12	1
0.166666666666667	1	0.166666666666667 1	8	12	1
0.333333333333333	1	0.333333333333333 1	9	12	1
0.5	1	0.5 1	10	12	1
0.666666666666667	1	0.666666666666667 1	11	12	1
0.5	1	0.5 1	12	12	1
0.666666666666667	1	0.666666666666667 1	13	12	1
0.5	1	0.5 1	14	12	1
0.333333333333333	1	0.333333333333333 1	15	12	1
0.166666666666667	1	0.166666666666667 1	16	12	1
0	1	0 1	17	12	1
0.166666666666667	1	0.166666666666667 1	18	12	1
0.333333333333333	1	0.333333333333333 1	19	12	1
0.5	1	0.5 1	20	12	1
0.666666666666667	1	0.666666666666667 1	21	12	1
0.833333333333333	1	0.833333333333333 1	22	12	1
1	1	1 1	23	12	1
0.833333333333333	1	0.833333333333333 1	24	12	1
1	1	1 1	25	12	1
0	0	0 0	1	13	1
0.166666666666667	0	0.166666666666667 0	2	13	1
0.333333333333333	0	0.333333333333333 0	3	13	1
0.333333333333333	0.5	0.333333333333333 0.5	4	13	1
0.5	0.5	0.5 0.5	5	13	1
0.5	1	0.5 1	6	13	1
0.666666666666667	1	0.666666666666667 1	7	13	1
0.5	1	0.5 1	8	13	1
0.333333333333333	1	0.333333333333333 1	9	13	1
0.166666666666667	1	0.166666666666667 1	10	13	1
0	1	0 1	11	13	1
0.166666666666667	1	0.166666666666667 1	12	13	1
0.333333333333333	1	0.333333333333333 1	13	13	1
0.5	1	0.5 1	14	13	1
0.666666666666667	1	0.666666666666667 1	15	13	1
0.666666666666667	0.5	0.666666666666667 0.5	16	13	1
0.666666666666667	0	0.666666666666667 0	17	13	1
0.666666666666667	0.5	0.666666666666667 0.5	18	13	1
0.666666666666667	1	0.666666666666667 1	19	13	1
1	1	1 1	20	13	1
0.833333333333333	1	0.833333333333333 1	21	13	1
0.666666666666667	1	0.666666666666667 1	22	13	1
0.833333333333333	1	0.833333333333333 1	23	13	1
1	1	1 1	24	13	1
0	0	0 0	1	14	1
0.166666666666667	0	0.166666666666667 0	2	14	1
0.166666666666667	0.5	0.166666666666667 0.5	3	14	1
0.166666666666667	0	0.166666666666667 0	4	14	1
0.166666666666667	0.5	0.166666666666667 0.5	5	14	1
0.333333333333333	0.5	0.333333333333333 0.5	6	14	1
0.333333333333333	1	0.333333333333333 1	7	14	1
0.5	1	0.5 1	8	14	1
0.666666666666667	1	0.666666666666667 1	9	14	1
0.5	1	0.5 1	10	14	1
0.333333333333333	1	0.333333333333333 1	11	14	1
0.166666666666667	1	0.166666666666667 1	12	14	1
0	1	0 1	13	14	1
0.166666666666667	1	0.166666666666667 1	14	14	1
0.333333333333333	1	0.333333333333333 1	15	14	1
0.5	1	0.5 1	16	14	1
0.666666666666667	1	0.666666666666667 1	17	14	1
0.666666666666667	0.5	0.666666666666667 0.5	18	14	1
0.666666666666667	1	0.666666666666667 1	19	14	1
1	1	1 1	20	14	1
0.833333333333333	1	0.833333333333333 1	21	14	1
0.666666666666667	1	0.666666666666667 1	22	14	1
0.833333333333333	1	0.833333333333333 1	23	14	1
1	1	1 1	24	14	1
0	0	0 0	1	15	1
0.166666666666667	0	0.166666666666667 0	2	15	1
0.166666666666667	0.5	0.166666666666667 0.5	3	15	1
0.166666666666667	0	0.166666666666667 0	4	15	1
0.166666666666667	0.5	0.166666666666667 0.5	5	15	1
0.333333333333333	0.5	0.333333333333333 0.5	6	15	1
0.5	0.5	0.5 0.5	7	15	1
0.5	1	0.5 1	8	15	1
0.666666666666667	1	0.666666666666667 1	9	15	1
0.5	1	0.5 1	10	15	1
0.333333333333333	1	0.333333333333333 1	11	15	1
0.166666666666667	1	0.166666666666667 1	12	15	1
0	1	0 1	13	15	1
0.166666666666667	1	0.166666666666667 1	14	15	1
0.333333333333333	1	0.333333333333333 1	15	15	1
0.5	1	0.5 1	16	15	1
0.666666666666667	1	0.666666666666667 1	17	15	1
0.666666666666667	0.5	0.666666666666667 0.5	18	15	1
0.666666666666667	1	0.666666666666667 1	19	15	1
1	1	1 1	20	15	1
0.833333333333333	1	0.833333333333333 1	21	15	1
0.666666666666667	1	0.666666666666667 1	22	15	1
0.833333333333333	1	0.833333333333333 1	23	15	1
1	1	1 1	24	15	1
0	0	0 0	1	16	1
0.166666666666667	0	0.166666666666667 0	2	16	1
0.166666666666667	0.5	0.166666666666667 0.5	3	16	1
0.166666666666667	1	0.166666666666667 1	4	16	1
0.166666666666667	0.5	0.166666666666667 0.5	5	16	1
0.166666666666667	0	0.166666666666667 0	6	16	1
0.166666666666667	0.5	0.166666666666667 0.5	7	16	1
0.166666666666667	1	0.166666666666667 1	8	16	1
0.333333333333333	1	0.333333333333333 1	9	16	1
0.5	1	0.5 1	10	16	1
0.666666666666667	1	0.666666666666667 1	11	16	1
0.5	1	0.5 1	12	16	1
0.333333333333333	1	0.333333333333333 1	13	16	1
0.166666666666667	1	0.166666666666667 1	14	16	1
0	1	0 1	15	16	1
0.166666666666667	1	0.166666666666667 1	16	16	1
0.333333333333333	1	0.333333333333333 1	17	16	1
0.5	1	0.5 1	18	16	1
0.666666666666667	1	0.666666666666667 1	19	16	1
1	1	1 1	20	16	1
0.833333333333333	1	0.833333333333333 1	21	16	1
0.666666666666667	1	0.666666666666667 1	22	16	1
0.833333333333333	1	0.833333333333333 1	23	16	1
1	1	1 1	24	16	1
0	0	0 0	1	17	1
0.166666666666667	0	0.166666666666667 0	2	17	1
0.333333333333333	0	0.333333333333333 0	3	17	1
0.333333333333333	0.5	0.333333333333333 0.5	4	17	1
0.5	0.5	0.5 0.5	5	17	1
0.666666666666667	0.5	0.666666666666667 0.5	6	17	1
0.5	0.5	0.5 0.5	7	17	1
0.5	1	0.5 1	8	17	1
0.666666666666667	1	0.666666666666667 1	9	17	1
0.5	1	0.5 1	10	17	1
0.333333333333333	1	0.333333333333333 1	11	17	1
0.166666666666667	1	0.166666666666667 1	12	17	1
0	1	0 1	13	17	1
0.166666666666667	1	0.166666666666667 1	14	17	1
0.333333333333333	1	0.333333333333333 1	15	17	1
0.5	1	0.5 1	16	17	1
0.666666666666667	1	0.666666666666667 1	17	17	1
0.666666666666667	0.5	0.666666666666667 0.5	18	17	1
0.833333333333333	0.5	0.833333333333333 0.5	19	17	1
0.833333333333333	0	0.833333333333333 0	20	17	1
0.833333333333333	0.5	0.833333333333333 0.5	21	17	1
0.833333333333333	1	0.833333333333333 1	22	17	1
1	1	1 1	23	17	1
0.833333333333333	1	0.833333333333333 1	24	17	1
1	1	1 1	25	17	1
0	0	0 0	1	18	1
0.166666666666667	0	0.166666666666667 0	2	18	1
0.166666666666667	0.5	0.166666666666667 0.5	3	18	1
0.166666666666667	0	0.166666666666667 0	4	18	1
0.166666666666667	0.5	0.166666666666667 0.5	5	18	1
0.333333333333333	0.5	0.333333333333333 0.5	6	18	1
0.333333333333333	1	0.333333333333333 1	7	18	1
0.5	1	0.5 1	8	18	1
0.666666666666667	1	0.666666666666667 1	9	18	1
0.5	1	0.5 1	10	18	1
0.666666666666667	1	0.666666666666667 1	11	18	1
0.5	1	0.5 1	12	18	1
0.333333333333333	1	0.333333333333333 1	13	18	1
0.166666666666667	1	0.166666666666667 1	14	18	1
0	1	0 1	15	18	1
0.166666666666667	1	0.166666666666667 1	16	18	1
0.333333333333333	1	0.333333333333333 1	17	18	1
0.5	1	0.5 1	18	18	1
0.666666666666667	1	0.666666666666667 1	19	18	1
0.833333333333333	1	0.833333333333333 1	20	18	1
0.833333333333333	0.5	0.833333333333333 0.5	21	18	1
0.833333333333333	1	0.833333333333333 1	22	18	1
1	1	1 1	23	18	1
0.833333333333333	1	0.833333333333333 1	24	18	1
1	1	1 1	25	18	1
0	0	0 0	1	19	1
0.166666666666667	0	0.166666666666667 0	2	19	1
0.166666666666667	0.5	0.166666666666667 0.5	3	19	1
0.166666666666667	0	0.166666666666667 0	4	19	1
0.166666666666667	0.5	0.166666666666667 0.5	5	19	1
0.333333333333333	0.5	0.333333333333333 0.5	6	19	1
0.5	0.5	0.5 0.5	7	19	1
0.666666666666667	0.5	0.666666666666667 0.5	8	19	1
0.5	0.5	0.5 0.5	9	19	1
0.5	1	0.5 1	10	19	1
0.666666666666667	1	0.666666666666667 1	11	19	1
0.5	1	0.5 1	12	19	1
0.333333333333333	1	0.333333333333333 1	13	19	1
0.166666666666667	1	0.166666666666667 1	14	19	1
0	1	0 1	15	19	1
0.166666666666667	1	0.166666666666667 1	16	19	1
0.333333333333333	1	0.333333333333333 1	17	19	1
0.5	1	0.5 1	18	19	1
0.666666666666667	1	0.666666666666667 1	19	19	1
0.666666666666667	0.5	0.666666666666667 0.5	20	19	1
0.833333333333333	0.5	0.833333333333333 0.5	21	19	1
0.833333333333333	1	0.833333333333333 1	22	19	1
1	1	1 1	23	19	1
0.833333333333333	1	0.833333333333333 1	24	19	1
1	1	1 1	25	19	1
0	0	0 0	1	20	1
0.166666666666667	0	0.166666666666667 0	2	20	1
0.166666666666667	0.5	0.166666666666667 0.5	3	20	1
0.166666666666667	1	0.166666666666667 1	4	20	1
0.166666666666667	0.5	0.166666666666667 0.5	5	20	1
0.166666666666667	0	0.166666666666667 0	6	20	1
0.166666666666667	0.5	0.166666666666667 0.5	7	20	1
0.166666666666667	1	0.166666666666667 1	8	20	1
0.333333333333333	1	0.333333333333333 1	9	20	1
0.5	1	0.5 1	10	20	1
0.666666666666667	1	0.666666666666667 1	11	20	1
0.5	1	0.5 1	12	20	1
0.666666666666667	1	0.666666666666667 1	13	20	1
0.5	1	0.5 1	14	20	1
0.333333333333333	1	0.333333333333333 1	15	20	1
0.166666666666667	1	0.166666666666667 1	16	20	1
0	1	0 1	17	20	1
0.166666666666667	1	0.166666666666667 1	18	20	1
0.333333333333333	1	0.333333333333333 1	19	20	1
0.5	1	0.5 1	20	20	1
0.666666666666667	1	0.666666666666667 1	21	20	1
0.833333333333333	1	0.833333333333333 1	22	20	1
1	1	1 1	23	20	1
0.833333333333333	1	0.833333333333333 1	24	20	1
1	1	1 1	25	20	1
0	0	0 0	1	21	1
0.166666666666667	0	0.166666666666667 0	2	21	1
0.166666666666667	0.5	0.166666666666667 0.5	3	21	1
0.333333333333333	0.5	0.333333333333333 0.5	4	21	1
0.5	0.5	0.5 0.5	5	21	1
0.5	1	0.5 1	6	21	1
0.666666666666667	1	0.666666666666667 1	7	21	1
0.5	1	0.5 1	8	21	1
0.333333333333333	1	0.333333333333333 1	9	21	1
0.166666666666667	1	0.166666666666667 1	10	21	1
0	1	0 1	11	21	1
0.166666666666667	1	0.166666666666667 1	12	21	1
0.333333333333333	1	0.333333333333333 1	13	21	1
0.5	1	0.5 1	14	21	1
0.666666666666667	1	0.666666666666667 1	15	21	1
0.666666666666667	0.5	0.666666666666667 0.5	16	21	1
0.666666666666667	0	0.666666666666667 0	17	21	1
0.666666666666667	0.5	0.666666666666667 0.5	18	21	1
0.666666666666667	1	0.666666666666667 1	19	21	1
1	1	1 1	20	21	1
0.833333333333333	1	0.833333333333333 1	21	21	1
0.666666666666667	1	0.666666666666667 1	22	21	1
0.833333333333333	1	0.833333333333333 1	23	21	1
1	1	1 1	24	21	1
0	0	0 0	1	22	1
0.166666666666667	0	0.166666666666667 0	2	22	1
0.166666666666667	0.5	0.166666666666667 0.5	3	22	1
0.166666666666667	0	0.166666666666667 0	4	22	1
0.166666666666667	0.5	0.166666666666667 0.5	5	22	1
0.166666666666667	1	0.166666666666667 1	6	22	1
0.333333333333333	1	0.333333333333333 1	7	22	1
0.5	1	0.5 1	8	22	1
0.666666666666667	1	0.666666666666667 1	9	22	1
0.5	1	0.5 1	10	22	1
0.333333333333333	1	0.333333333333333 1	11	22	1
0.166666666666667	1	0.166666666666667 1	12	22	1
0	1	0 1	13	22	1
0.166666666666667	1	0.166666666666667 1	14	22	1
0.333333333333333	1	0.333333333333333 1	15	22	1
0.5	1	0.5 1	16	22	1
0.666666666666667	1	0.666666666666667 1	17	22	1
0.666666666666667	0.5	0.666666666666667 0.5	18	22	1
0.666666666666667	1	0.666666666666667 1	19	22	1
1	1	1 1	20	22	1
0.833333333333333	1	0.833333333333333 1	21	22	1
0.666666666666667	1	0.666666666666667 1	22	22	1
0.833333333333333	1	0.833333333333333 1	23	22	1
1	1	1 1	24	22	1
0	0	0 0	1	23	1
0.166666666666667	0	0.166666666666667 0	2	23	1
0.166666666666667	0.5	0.166666666666667 0.5	3	23	1
0.166666666666667	0	0.166666666666667 0	4	23	1
0.166666666666667	0.5	0.166666666666667 0.5	5	23	1
0.333333333333333	0.5	0.333333333333333 0.5	6	23	1
0.5	0.5	0.5 0.5	7	23	1
0.5	1	0.5 1	8	23	1
0.666666666666667	1	0.666666666666667 1	9	23	1
0.5	1	0.5 1	10	23	1
0.333333333333333	1	0.333333333333333 1	11	23	1
0.166666666666667	1	0.166666666666667 1	12	23	1
0	1	0 1	13	23	1
0.166666666666667	1	0.166666666666667 1	14	23	1
0.333333333333333	1	0.333333333333333 1	15	23	1
0.5	1	0.5 1	16	23	1
0.666666666666667	1	0.666666666666667 1	17	23	1
0.666666666666667	0.5	0.666666666666667 0.5	18	23	1
0.666666666666667	1	0.666666666666667 1	19	23	1
1	1	1 1	20	23	1
0.833333333333333	1	0.833333333333333 1	21	23	1
0.666666666666667	1	0.666666666666667 1	22	23	1
0.833333333333333	1	0.833333333333333 1	23	23	1
1	1	1 1	24	23	1
0	0	0 0	1	24	1
0.166666666666667	0	0.166666666666667 0	2	24	1
0.166666666666667	0.5	0.166666666666667 0.5	3	24	1
0.166666666666667	1	0.166666666666667 1	4	24	1
0.166666666666667	0.5	0.166666666666667 0.5	5	24	1
0.166666666666667	0	0.166666666666667 0	6	24	1
0.166666666666667	0.5	0.166666666666667 0.5	7	24	1
0.166666666666667	1	0.166666666666667 1	8	24	1
0.333333333333333	1	0.333333333333333 1	9	24	1
0.5	1	0.5 1	10	24	1
0.666666666666667	1	0.666666666666667 1	11	24	1
0.5	1	0.5 1	12	24	1
0.333333333333333	1	0.333333333333333 1	13	24	1
0.166666666666667	1	0.166666666666667 1	14	24	1
0	1	0 1	15	24	1
0.166666666666667	1	0.166666666666667 1	16	24	1
0.333333333333333	1	0.333333333333333 1	17	24	1
0.5	1	0.5 1	18	24	1
0.666666666666667	1	0.666666666666667 1	19	24	1
1	1	1 1	20	24	1
0.833333333333333	1	0.833333333333333 1	21	24	1
0.666666666666667	1	0.666666666666667 1	22	24	1
0.833333333333333	1	0.833333333333333 1	23	24	1
1	1	1 1	24	24	1
