x	y	PANEL
-4	1	1
-3	1	1
-2	1	1
-1	1	1
0	35	1
1	67	1
2	67	1
-4	16	2
-3	16	2
-2	16	2
-1	7	2
0	44	2
1	76	2
2	76	2
-4	48	3
-3	48	3
-2	48	3
-1	0	3
0	0	3
1	0	3
2	0	3
