xmin	xmax	clickSelects	PANEL	group
-4.5	-3.5	1e-04	1	-1
-3.5	-2.5	0.001	1	-1
-2.5	-1.5	0.01	1	-1
-1.5	-0.5	0.1	1	-1
-0.5	0.5	1	1	-1
0.5	1.5	10	1	-1
1.5	2.5	100	1	-1
-4.5	-3.5	1e-04	2	-1
-3.5	-2.5	0.001	2	-1
-2.5	-1.5	0.01	2	-1
-1.5	-0.5	0.1	2	-1
-0.5	0.5	1	2	-1
0.5	1.5	10	2	-1
1.5	2.5	100	2	-1
-4.5	-3.5	1e-04	3	-1
-3.5	-2.5	0.001	3	-1
-2.5	-1.5	0.01	3	-1
-1.5	-0.5	0.1	3	-1
-0.5	0.5	1	3	-1
0.5	1.5	10	3	-1
1.5	2.5	100	3	-1
